measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Self-harm,Percent,2017,0.00114016013315,0.00133968540274,0.00095750726801
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Self-harm,Percent,2017,0.0023577825534,0.00284591209294,0.00193154823078
YLDs (Years Lived with Disability),Australia,Male,60 to 64,Self-harm,Rate,2017,20.1593565897,27.606768858600002,13.9258575918
YLDs (Years Lived with Disability),Australia,Female,60 to 64,Self-harm,Rate,2017,42.0419838328,57.1831685047,29.468661189
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Self-harm,Number,2017,115.606500628,157.166009371,80.4712800588
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Self-harm,Number,2017,249.718256098,338.092862341,172.28343549
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Self-harm,Percent,2017,0.000999155575024,0.00118500636695,0.000847084072955
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Self-harm,Percent,2017,0.00206435727648,0.00249414116039,0.0016973264641
YLDs (Years Lived with Disability),Australia,Male,65 to 69,Self-harm,Rate,2017,20.067107219700002,27.281053783500003,13.968295868199998
YLDs (Years Lived with Disability),Australia,Female,65 to 69,Self-harm,Rate,2017,41.2387165611,55.832985298299995,28.4510547022
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Self-harm,Number,2017,91.3319414842,124.687203302,63.5624918985
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Self-harm,Number,2017,195.173102527,263.848037827,136.201471233
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Self-harm,Percent,2017,0.000855230216781,0.001014209452,0.000716668187554
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Self-harm,Percent,2017,0.00177650028854,0.00214649597777,0.00145520977514
YLDs (Years Lived with Disability),Australia,Male,70 to 74,Self-harm,Rate,2017,19.6279621885,26.7962738122,13.6600861355
YLDs (Years Lived with Disability),Australia,Female,70 to 74,Self-harm,Rate,2017,39.7191722763,53.6950303783,27.718008425
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Self-harm,Number,2017,61.0558743762,82.8775835563,42.8794818685
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Self-harm,Number,2017,133.593138152,181.289875706,93.471225236
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Self-harm,Percent,2017,0.000736155358258,0.000883398722001,0.000617396257161
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Self-harm,Percent,2017,0.00151492146556,0.00181298045575,0.0012460219328
YLDs (Years Lived with Disability),Australia,Male,75 to 79,Self-harm,Rate,2017,19.1653203216,26.0151124288,13.4597860342
YLDs (Years Lived with Disability),Australia,Female,75 to 79,Self-harm,Rate,2017,37.6997542265,51.1596916759,26.377419285100004
YLDs (Years Lived with Disability),Australia,Male,<1 year,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,<1 year,Self-harm,Number,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,<1 year,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,<1 year,Self-harm,Percent,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,<1 year,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Female,<1 year,Self-harm,Rate,2017,0.0,0.0,0.0
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Self-harm,Number,2017,39.0724923795,53.0988607686,27.3632887025
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Self-harm,Number,2017,90.9581165706,123.956145998,63.6783749197
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Self-harm,Percent,2017,0.000625367648753,0.000754552932459,0.000515469926027
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Self-harm,Percent,2017,0.00120382805832,0.00145346914436,0.000962252920244
YLDs (Years Lived with Disability),Australia,Male,80 to 84,Self-harm,Rate,2017,18.6243704312,25.310206546999996,13.0430385669
YLDs (Years Lived with Disability),Australia,Female,80 to 84,Self-harm,Rate,2017,34.8684547875,47.5181263125,24.4108675568
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Self-harm,Number,2017,22.475526545,30.5153486167,15.5082101224
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Self-harm,Number,2017,56.3606412954,77.4158360578,39.4996360415
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Self-harm,Percent,2017,0.000529364805057,0.000638025750295,0.000431522006769
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Self-harm,Percent,2017,0.000921799918259,0.00112423916584,0.000733469171422
YLDs (Years Lived with Disability),Australia,Male,85 to 89,Self-harm,Rate,2017,18.1653563903,24.663368036599998,12.534174150900002
YLDs (Years Lived with Disability),Australia,Female,85 to 89,Self-harm,Rate,2017,31.1624629199,42.8041282908,21.8398143669
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Self-harm,Number,2017,9.39364612733,12.9499209192,6.47086127195
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Self-harm,Number,2017,26.5253834994,36.4249766122,18.31638238
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Self-harm,Percent,2017,0.000472274908215,0.000588195875523,0.000379681946042
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Self-harm,Percent,2017,0.000727240260048,0.000917223112212,0.000562350274685
YLDs (Years Lived with Disability),Australia,Male,90 to 94,Self-harm,Rate,2017,18.3833706493,25.343002377399998,12.6634790762
YLDs (Years Lived with Disability),Australia,Female,90 to 94,Self-harm,Rate,2017,28.166749938900004,38.6789208076,19.4497833479
YLDs (Years Lived with Disability),Australia,Male,95 plus,Self-harm,Number,2017,2.43316844802,3.37107227,1.67700938164
YLDs (Years Lived with Disability),Australia,Female,95 plus,Self-harm,Number,2017,8.03328628326,11.0504612737,5.53597965963
YLDs (Years Lived with Disability),Australia,Male,95 plus,Self-harm,Percent,2017,0.00044700088961,0.000563357370719,0.000355093235999
YLDs (Years Lived with Disability),Australia,Female,95 plus,Self-harm,Percent,2017,0.000607729942528,0.000774258473684,0.000453993198387
YLDs (Years Lived with Disability),Australia,Male,95 plus,Self-harm,Rate,2017,19.233274842500002,26.6470492561,13.256123872900002
YLDs (Years Lived with Disability),Australia,Female,95 plus,Self-harm,Rate,2017,26.4492963983,36.383232871299995,18.2270071935
YLDs (Years Lived with Disability),Sweden,Male,1 to 4,Road injuries,Number,2017,10.3592372929,15.5398123681,6.55109997776
YLDs (Years Lived with Disability),Sweden,Female,1 to 4,Road injuries,Number,2017,13.1645386107,20.1743680843,8.39495857436
YLDs (Years Lived with Disability),Sweden,Male,1 to 4,Road injuries,Percent,2017,0.00141788712621,0.00198686208256,0.000980280644082
YLDs (Years Lived with Disability),Sweden,Female,1 to 4,Road injuries,Percent,2017,0.00195059352468,0.0026903555231,0.00137498344607
YLDs (Years Lived with Disability),Sweden,Male,1 to 4,Road injuries,Rate,2017,4.23313508965,6.35009346365,2.67700125091
YLDs (Years Lived with Disability),Sweden,Female,1 to 4,Road injuries,Rate,2017,5.7020357469,8.73824532631,3.6361588734900003
YLDs (Years Lived with Disability),Sweden,Male,5 to 9,Road injuries,Number,2017,49.8134808863,71.8867967918,33.016845587
YLDs (Years Lived with Disability),Sweden,Female,5 to 9,Road injuries,Number,2017,55.902354502,80.1661890188,37.4991725062
YLDs (Years Lived with Disability),Sweden,Male,5 to 9,Road injuries,Percent,2017,0.00452242437156,0.00590526213677,0.00337127130533
YLDs (Years Lived with Disability),Sweden,Female,5 to 9,Road injuries,Percent,2017,0.00527536595124,0.00669985969403,0.00403683127304
YLDs (Years Lived with Disability),Sweden,Male,5 to 9,Road injuries,Rate,2017,16.0021747398,23.0930475703,10.6063925475
YLDs (Years Lived with Disability),Sweden,Female,5 to 9,Road injuries,Rate,2017,19.010487642199998,27.2617917303,12.7521919582
YLDs (Years Lived with Disability),Sweden,Male,10 to 14,Road injuries,Number,2017,111.982030452,156.164075031,77.5066472822
YLDs (Years Lived with Disability),Sweden,Female,10 to 14,Road injuries,Number,2017,114.113735193,161.132850464,77.6539298487
YLDs (Years Lived with Disability),Sweden,Male,10 to 14,Road injuries,Percent,2017,0.00767738050337,0.00933038265286,0.00618493648645
YLDs (Years Lived with Disability),Sweden,Female,10 to 14,Road injuries,Percent,2017,0.00699430371765,0.00855718804723,0.00565563588469
YLDs (Years Lived with Disability),Sweden,Male,10 to 14,Road injuries,Rate,2017,37.878873143700005,52.8238250711,26.217281900999996
YLDs (Years Lived with Disability),Sweden,Female,10 to 14,Road injuries,Rate,2017,40.8341932257,57.6594039247,27.7875013978
YLDs (Years Lived with Disability),Sweden,Male,15 to 19,Road injuries,Number,2017,183.086122368,249.755835873,127.182207815
YLDs (Years Lived with Disability),Sweden,Female,15 to 19,Road injuries,Number,2017,166.75717699,227.760991127,116.301236881
YLDs (Years Lived with Disability),Sweden,Male,15 to 19,Road injuries,Percent,2017,0.00919801035773,0.0107414765548,0.00767853487402
YLDs (Years Lived with Disability),Sweden,Female,15 to 19,Road injuries,Percent,2017,0.00708226972853,0.008422138794,0.00589775586365
YLDs (Years Lived with Disability),Sweden,Male,15 to 19,Road injuries,Rate,2017,65.9907603939,90.0209000491,45.840998180300005
YLDs (Years Lived with Disability),Sweden,Female,15 to 19,Road injuries,Rate,2017,65.1449206281,88.9765103783,45.433935632200004
YLDs (Years Lived with Disability),Sweden,Male,20 to 24,Road injuries,Number,2017,302.854049957,409.741765293,211.295320766
YLDs (Years Lived with Disability),Sweden,Female,20 to 24,Road injuries,Number,2017,264.557569481,362.286435419,186.726137857
YLDs (Years Lived with Disability),Sweden,Male,20 to 24,Road injuries,Percent,2017,0.0114448825243,0.0132350420547,0.00978447657742
YLDs (Years Lived with Disability),Sweden,Female,20 to 24,Road injuries,Percent,2017,0.007876140258,0.00913764671698,0.00654341244203
YLDs (Years Lived with Disability),Sweden,Male,20 to 24,Road injuries,Rate,2017,96.49281636699999,130.548483409,67.3211422756
YLDs (Years Lived with Disability),Sweden,Female,20 to 24,Road injuries,Rate,2017,90.2771029414,123.625908299,63.7180588038
YLDs (Years Lived with Disability),Sweden,Male,25 to 29,Road injuries,Number,2017,466.11782841,630.667263502,326.469932204
YLDs (Years Lived with Disability),Sweden,Female,25 to 29,Road injuries,Number,2017,403.445121812,548.616870236,287.133444358
YLDs (Years Lived with Disability),Sweden,Male,25 to 29,Road injuries,Percent,2017,0.0131090749504,0.0151449304359,0.0112521049259
YLDs (Years Lived with Disability),Sweden,Female,25 to 29,Road injuries,Percent,2017,0.00903815722751,0.0104813816227,0.00761711460696
YLDs (Years Lived with Disability),Sweden,Male,25 to 29,Road injuries,Rate,2017,125.068187488,169.219898375,87.5980282272
YLDs (Years Lived with Disability),Sweden,Female,25 to 29,Road injuries,Rate,2017,114.38686495799999,155.546716161,81.4095715846
YLDs (Years Lived with Disability),Sweden,Male,30 to 34,Road injuries,Number,2017,504.825596984,672.746959734,356.218923746
YLDs (Years Lived with Disability),Sweden,Female,30 to 34,Road injuries,Number,2017,431.687562933,577.981035122,306.814770333
YLDs (Years Lived with Disability),Sweden,Male,30 to 34,Road injuries,Percent,2017,0.0146804750227,0.0168073991477,0.0126855426554
YLDs (Years Lived with Disability),Sweden,Female,30 to 34,Road injuries,Percent,2017,0.0100339375969,0.011678397463,0.00847335073735
YLDs (Years Lived with Disability),Sweden,Male,30 to 34,Road injuries,Rate,2017,150.459617528,200.507365037,106.16847351499999
YLDs (Years Lived with Disability),Sweden,Female,30 to 34,Road injuries,Rate,2017,135.729486294,181.726497867,96.4674795857
YLDs (Years Lived with Disability),Sweden,Male,35 to 39,Road injuries,Number,2017,551.375138651,740.140964689,389.2281023
YLDs (Years Lived with Disability),Sweden,Female,35 to 39,Road injuries,Number,2017,469.541680331,629.750138202,330.643282551
YLDs (Years Lived with Disability),Sweden,Male,35 to 39,Road injuries,Percent,2017,0.0159889177199,0.0181877103582,0.0140503381552
YLDs (Years Lived with Disability),Sweden,Female,35 to 39,Road injuries,Percent,2017,0.0106627452775,0.0122830948255,0.00910457536949
YLDs (Years Lived with Disability),Sweden,Male,35 to 39,Road injuries,Rate,2017,173.434320555,232.81036145399997,122.43118474399999
YLDs (Years Lived with Disability),Sweden,Female,35 to 39,Road injuries,Rate,2017,154.543028929,207.27338573499998,108.82657817299999
YLDs (Years Lived with Disability),Sweden,Male,40 to 44,Road injuries,Number,2017,632.231589319,852.741180606,444.704891288
YLDs (Years Lived with Disability),Sweden,Female,40 to 44,Road injuries,Number,2017,538.643115806,724.886186287,383.587823252
YLDs (Years Lived with Disability),Sweden,Male,40 to 44,Road injuries,Percent,2017,0.016861191237,0.0191376619988,0.0147640202832
YLDs (Years Lived with Disability),Sweden,Female,40 to 44,Road injuries,Percent,2017,0.0112906282826,0.0129422500021,0.00978622030867
YLDs (Years Lived with Disability),Sweden,Male,40 to 44,Road injuries,Rate,2017,195.029375154,263.051676682,137.18156217
YLDs (Years Lived with Disability),Sweden,Female,40 to 44,Road injuries,Rate,2017,172.138893763,231.658221464,122.58651715399999
YLDs (Years Lived with Disability),Sweden,Male,45 to 49,Road injuries,Number,2017,711.001849379,952.60110159,502.817269406
YLDs (Years Lived with Disability),Sweden,Female,45 to 49,Road injuries,Number,2017,613.357873483,822.66789363,439.186731013
YLDs (Years Lived with Disability),Sweden,Male,45 to 49,Road injuries,Percent,2017,0.0171528098848,0.01935276579,0.015002076464
YLDs (Years Lived with Disability),Sweden,Female,45 to 49,Road injuries,Percent,2017,0.0120123829146,0.013690854971,0.0104545579395
YLDs (Years Lived with Disability),Sweden,Male,45 to 49,Road injuries,Rate,2017,214.946399653,287.9854353,152.009114796
YLDs (Years Lived with Disability),Sweden,Female,45 to 49,Road injuries,Rate,2017,190.270150602,255.200350046,136.240405585
YLDs (Years Lived with Disability),Sweden,Male,50 to 54,Road injuries,Number,2017,815.503277068,1101.74267956,574.808560712
YLDs (Years Lived with Disability),Sweden,Female,50 to 54,Road injuries,Number,2017,701.056541119,943.09361951,501.103868456
YLDs (Years Lived with Disability),Sweden,Male,50 to 54,Road injuries,Percent,2017,0.0170409699641,0.019223812407,0.0151796236076
YLDs (Years Lived with Disability),Sweden,Female,50 to 54,Road injuries,Percent,2017,0.0127854339471,0.0145582305527,0.0111498314962
YLDs (Years Lived with Disability),Sweden,Male,50 to 54,Road injuries,Rate,2017,235.33757167200002,317.94041067300003,165.877997867
YLDs (Years Lived with Disability),Sweden,Female,50 to 54,Road injuries,Rate,2017,209.24850387400002,281.490746212,149.567443723
YLDs (Years Lived with Disability),Sweden,Male,55 to 59,Road injuries,Number,2017,743.055797084,998.490773106,534.276555247
YLDs (Years Lived with Disability),Sweden,Female,55 to 59,Road injuries,Number,2017,660.279106501,883.321452527,479.406445667
YLDs (Years Lived with Disability),Sweden,Male,55 to 59,Road injuries,Percent,2017,0.0164417089713,0.0185410299194,0.0145383853043
YLDs (Years Lived with Disability),Sweden,Female,55 to 59,Road injuries,Percent,2017,0.013280405052,0.0149254570457,0.0116758590581
YLDs (Years Lived with Disability),Sweden,Male,55 to 59,Road injuries,Rate,2017,251.703072635,338.229237394,180.981093372
YLDs (Years Lived with Disability),Sweden,Female,55 to 59,Road injuries,Rate,2017,227.658923228,304.562129509,165.295485098
YLDs (Years Lived with Disability),Sweden,Male,60 to 64,Road injuries,Number,2017,748.111743947,991.882665561,536.603578953
YLDs (Years Lived with Disability),Sweden,Female,60 to 64,Road injuries,Number,2017,689.348480282,924.517358668,498.75696577
YLDs (Years Lived with Disability),Sweden,Male,60 to 64,Road injuries,Percent,2017,0.0153664575515,0.0170944548054,0.013658786512
YLDs (Years Lived with Disability),Sweden,Female,60 to 64,Road injuries,Percent,2017,0.013242848248,0.0149841613082,0.011594264703
YLDs (Years Lived with Disability),Sweden,Male,60 to 64,Road injuries,Rate,2017,265.33612088300004,351.795438289,190.31957891800002
